,Title,Label,Type,Price,Location,Baths,Area,Purpose,Bedroom(s),Added,Description,Main Features,Rooms,Business and Communication,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities,Popular,Source,Time Stamp
11,150 square yard villes for sale in best location,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,6 Marla,For Sale,3,4 hours ago,"About Bahria Town KarachiAsia’s largest private property developer now comes to KarachiBahria Town KarachiA NEW BENCHMARK IN KARACHI REAL ESTATE Residential and Commercial Plots Fully Constructed Homes & Apartments Bahria town makes a mark in the landscape of karachi with its world-class master planned community, bahria town karachi This community is designed with a neighborhood concept to provide outstanding lifestyle facilities to its residents and will introduce new benchmarks of community development in Karachi. •	Bahria Town Karachi Lifestyle Facilities Community Features•	Master-Planned Gated Community•	400 ft. Wide Jinnah Avenue (Inspired by Sheikh Zayed Road)•	Commercial Areas•	Ultra Modern Shopping Mall and Gold Souk•	A Grand Jamia Mosque and a mosque for each sector•	World-Class School, University and Hospital•	Cricket Stadium and Indoor/Outdoor Sports Facilities•	Five Start Hotel•	USGA Standard Golf Course•	CineGold Plex Cinema•	International Theme Park (Opening Soon)•	Dolphin Arena •	Bahria Night Safari •	Bahria Food Park (Opening Soon)•        Master-planned gated community•   Advanced security & rescue services•   Pakistan’s largest shopping mall•   5-star international hotel & USGA standard golf course•   Commercial areas•   Gold-Class cinemas •	Ideal Location | Unbelievable Prices•   25 minutes from Jinnah International Airport, Connected through MalirCantt via 6 lane expressway•   9Km from Super-Highway toll plaza•nbsp;  20 minutes from City Centre via metro bus•   State-of- the-art sports facilities•   World-class school, college and International University•   International standard hospital•   International theme park, play-land and water-rides•   Wonders of the world monuments (Eiffel Tower, Taj-Mahal and Statue of Liberty)•   Jamiah mosque•   landscaped parks•   Community sports club & zoo•   International standard construction & infrastructure•   Grid station & telephone-exchange •   Transport system from Bahria Town to City Centre•   100 % backup power (No Load-shedding)•   Master-planned gated community•   Advanced security & rescue services•  100 % backup power (No Load-shedding)•   Transport system from Bahria Town to City Centre•   Landscaped parks and lifestyle facilities•   Pakistan’s largest shopping mall•   Spacious open green areas •   International theme park, play-land and water-rides•	24/7 Complete Security•	Mini Golf Club•	Commercial Areas•	Gym•	Spa•	Restaurant•	Indoor Swimming Pool•	Secured Play Area in Each Block•    Enjoy the spectacular views of the golf course right from your house?•    Step into the lavish golf greens right from your front lawn•    Modern & Luxurious Lifestyle Facilities?•    5-Star Gold & Country Club?•    100% backup power (No Load-shedding)?•    Gated Community•    World Class Security Infrastructure•    Strategically Located at the Entrance of Bahria Town Karachi"," Built in year: 2017 , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features , Furnished"," Bedrooms: 03 , Bathrooms: 03 , Servant Quarters: 01 , Drawing Room , Dining Room , Kitchens: 01 , Study Room , Prayer Room , Powder Room  , Store Rooms: 01 , Steam Room , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-1,5/19/2019 0:17
12,Outclass Brand New Bungalow With Extra Ordinary Finishing,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   13 Crore,"DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,11 hours ago,"500 Sq Yard House For Sale In Phase 6, DHA, Karachi. All Of The Factors Which Are Crucial For The Overall Appeal Of The House,Such As Its Strategic Location, Aesthetic Design Etc. Are Perfect. The House Has 5 Bedrooms With Adjoined Bathrooms; Kitchen, Drawing & Dining, TV Lounge, Each Of Which Is Decorated With Tile Flooring Which Adds A Nice Touch To The Overall Structure Of The House. Another Key Feature Of The House Is That It Has A Spacious Garage, Balcony With A Small Lush Green Lawn Right Next To It, Hence Giving The Entrance Of The House A Very Nice And Warm Look. Also, The House Is Located In The Heart Of A Major Area. This Location Is Perfect For Anyone And Everyone As It Is Positioned Close To Major Commercial Areas, Mosques, Parks, Famous Restaurants Making Everyone's Life Very Easy. Overall, The Area Exudes A Sense Of Organized Planning And Disciplined Construction,Thus Making It An Excellent Place To Live In With Your Family. Give Me A Call For PreferencesContact us for more details."," Built in year: 2019 , Parking Spaces: 3 , Flooring , Waste Disposal , Floors"," Bedrooms: 5 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2 , Prayer Room , Powder Room "," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service"," Maintenance Staff , Security Staff",hot,Karachi-2-1,5/19/2019 0:17
13,Brand New Bungalow For Sale In DHA Phase 6,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   12.5 Crore,"DHA Defence, Karachi, Sindh",5,1.2 Kanal,For Sale,4,1 hour ago,Brand New Bungalow 1+3 Bedroom With Attached Luxurious  Washroom Drawing RoomDining RoomOpen American Kitchen 2 T. v Lounge With Basement In Hall And RoomStudy Room Anexy Room Store Grace Kitchen Gallery Garden 3 Car Parking 600 Sq. ydPrime Location. Reasonable Demand. For More Details And Option Please Contact Us.," Parking Spaces: 3 , Flooring , Electricity Backup"," Bedrooms: 5 , Bathrooms: 4 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Powder Room  , Store Rooms: 1"," Satellite or Cable TV Ready , Intercom", Lawn or Garden, , Security Staff,hot,Karachi-2-1,5/19/2019 0:17
14,Brand New Bungalow For Sale In Dha Phase 8 Staff Iqbal Lane,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,PKR   5 Crore,"DHA Defence, Karachi, Sindh",4,4.8 Marla,For Sale,4,1 hour ago,"Brand New Bungalow For Sale1+3 Bedroom With Attached Luxurious Washroom,Drawing Room,Dining, T. v Lounge,American Kitchen, With Basement In Huge Lounge Store, 1 Car Parking, Fancy Lite Staff Iqbal Lane,Prime Location. Reasonable Demand. For More Details And Option Please Contact Us."," Parking Spaces: 1 , Flooring , Electricity Backup"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 1 , Store Rooms: 1 , Lounge or Sitting Room"," Satellite or Cable TV Ready , Intercom", ," Nearby Shopping Malls , Other Nearby Places", Security Staff,hot,Karachi-2-1,5/19/2019 0:17
15,Designed By Professional Arch  Engineer Saadi Town 240 Sq Yard G1,"Saadi Town, Scheme 33, Karachi, Sindh",House,PKR   2.6 Crore,"Scheme 33, Karachi, Sindh",7,9.6 Marla,For Sale,6,6 hours ago,"J&B Associate Offer, Saadi Town G+1 240 Sq Yard House. 6 Bed Attached With Modern Bath. 2 Lounge,Drawing,Modern Kitchen,Store,Washing Area. Car Parking. Just Visit a House,Because This House is more,Creative,Unique,& Modern,am Sure you Will Visit all Over the Market,But Your Final Destination is J&B Associate House."," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Flooring , Floors: 2"," Bedrooms: 6 , Bathrooms: 7 , Drawing Room , Dining Room , Kitchens: 3 , Prayer Room , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", Security Staff,hot,Karachi-2-1,5/19/2019 0:17
16,Designed By Professional Arch Engineer Malir Cantt Phase I G1 500 Sq Yard House For Sale,"DOHS Phase 1, Malir Cantonment, Cantt, Karachi, Sindh",House,PKR   9.5 Crore,"Cantt, Karachi, Sindh",7,1 Kanal,For Sale,6,6 hours ago,"J&B Associate Offer, Malir Cantt Phase I, G+1 500 Sq Yard House. 6 Bed Attached With Modern Bath. 2 Lounge,Drawing,Modern Kitchen,Store,Washing Area. Car Parking. Just Visit a House,Because This House is more,Creative,Unique,& Modern,am Sure you Will Visit all Over the Market,But Your Final Destination is J&B Associate House."," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Floors: 2 , Other Main Features"," Bedrooms: 6 , Bathrooms: 7 , Drawing Room , Dining Room , Kitchens: 4 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff",hot,Karachi-2-1,5/19/2019 0:17
17,500 Square Yard Defence Officers Housing Society Malir Cantt Phase 1,"DOHS Phase 1, Malir Cantonment, Cantt, Karachi, Sindh",House,PKR   10 Crore,"Cantt, Karachi, Sindh",7,1 Kanal,For Sale,6,6 hours ago,"J&B Associate Offer, Malir Cantt Phase I, G+1 500 Sq Yard House. This house is just for those who really love their parents, elders and family, because you can purchase or gift them,This bungalow is more than a class and out standing with fully secured and posh area of Malir Cantt Phase 1Its more than enough,Because having out class accessories of all and complete house such as,All wires and electrical fittings by Pakistan's No. 1, ( Cables)All doors, windows, stair case and main entrance big door and all wooden interiors/exteriors, which having life time guaranteed(Red Meranti Wood) which gives you life time guarantee,and More having the pleasure of Jacuzzi bath,Latest LED lights, Lamps, Strep lighting,Ceiling Design and all which looks out class and hearth touching, Having 5 to six car parking, line water,6 standard size bed rooms, powder room, Four kitchens, with dirty kitchen,Store rooms, servant quarter with wash room, guard room,beautifully planted colorful plants with Lawn,As seen in picture,its like mind blowing House of Malir CanttJust have a look lively you will be definitely love to live in His Standard,Class of Bungalow of Fully secured Area of Karachi, Garrison Malir Cantt Karachi"," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Floors: 2"," Bedrooms: 6 , Bathrooms: 7 , Drawing Room , Dining Room , Kitchens: 4 , Prayer Room , Powder Room "," Broadband Internet Access , Intercom", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled",hot,Karachi-2-1,5/19/2019 0:17
18,Brand New Spring Homes Available On Booking In Precinct 12,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,1 hour ago,"Spring Homes: Most Luxurious House in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-1,5/19/2019 0:17
19,Brand New Spring Homes Available On Booking In Precinct 12,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,1 hour ago,"Spring Homes: Most Luxurious House in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-1,5/19/2019 0:17
20,West Open Spring Homes Available On Booking In Precinct 12,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,1 hour ago,"Spring Homes: Most Luxurious House in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-1,5/19/2019 0:17
21,Spring Homes Available On Booking In Precinct 12,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,1 hour ago,"Spring Homes: Most Luxurious House in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-1,5/19/2019 0:17
22,Brand New House Available On Booking In Spring Homes Ali Block,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,1 hour ago,"Spring Homes: Most Luxurious House in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-1,5/19/2019 0:17
23,Brand New House Available On Booking In Spring Homes Precinct 12,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,5 Marla,For Sale,3,1 hour ago,"Spring Homes: Most Luxurious House in the heart of Bahria town. - One Unit Bungalow ( Ground + 1st Floor) - Size 25x45- Modern Architect- 3 Bed With Attached Modern Bathroom- Spacious Lounge- Modern Kitchen- Dining Room, Drawing Room- Parking Spaces - Easy Payment Plan:- Total Cost : 1 Crore 30 Lac- Down Payment : 975,000- Allocation After One Month : 975,000- 20 Monthly Installment : (20* 4,55,000) 9,100,000- On Possession 15% : 1,950,000- Total Amount : 13,000,000Note: 10% discount on 100% payment up front, 05% discount on 50% payment up frontHighlights & Attractions Of Bharia Town Karachi:• Adjoining to 400 feet Jinnah Avenue• Close to World’s 3rd Largest Mosque• Backup Power Generation (Load-shedding Free)• World Class Architecture • Gated Housing Society • Landscaped Parks, Cycling & Jogging Tracks for Active Living• Mosques, Commercial Centers and Graveyards• Shuttle Transport• 25 minutes from Jinnah International Airport, Connected through Malir Cantt via 6 lane expressway• 9Km from Super-Highway toll plaza• Master-planned gated community• Advanced security & rescue services• Pakistan’s largest shopping mall• 5-star international hotel & USGA standard golf course• Commercial areas• Gold-Class cinemas • State-of- the-art sports facilities• World-class school, college and International University• International standard hospital• International theme park, play-land and water-rides• Jamia mosque• Community sports club & zoo• International standard construction & infrastructure• Grid station & telephone-exchange • Transport system from Bahria Town to City Center• 100 % backup power (No Load-shedding)Spring Homes A Dream Comes True. We invite you in our open house to help us to celebrate this big accomplishment. For Overseas Pakistani Contact Us On WhatsappPlease quote Zameen. com when calling us."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-1,5/19/2019 0:17
