,Title,Label,Type,Price,Location,Baths,Area,Purpose,Bedroom(s),Added,Description,Main Features,Rooms,Business and Communication,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities,Popular,Source,Time Stamp
11,1 Kanal Beautiful Bungalow For Sale In Dha Phase 4,"DHA Phase 4, DHA Defence, Lahore, Punjab",House,PKR   3.15 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,15 minutes ago,"LEADS: 1 KANAL BRAND NEW OUT CLASS DESIGN PALACE in Phase 4 DHA Lahore. About Phase 4, DHA Lahore:Location: DHA Lahore Phase 4 is a master planned Phase of DHA Lahore, situated on one of the most lucrative locations near the renowned Lahore Ring Road and is also very near to the Barki Road and Bedian Road LahoreAmenities provided in DHA Phase 4:• Parks: Sector  GG Park, Sector  HH Park, Sector  JJ Park, Sector  BB Park, Sector AA Park, Sector DD Park, • Schools: Lahore Garrison University, The City School, Beaconhouse-Newlands, St. Marry School, DHA School, Govt. High School, Progressive School Girls Collage, Jamshed Junior Model School, Sicas Main Campus, Lahore School of Economics. • Hospitals: Sharif Hospital, Gulberg Lions Hospitals, Avicenna Hospital, Vitality Healthcare Skin and Laser Center, Fatima Hospital, Kamran Sadiq Hospital, Lidher Hospital• DHA Club Defence Raya Golf Club. • Amenities: Electricity, Sui Gas, Clean Drinking Water, Telephone, Broadband, Sewerage, Carpeted Roads Network etc. • Central Commercial Areas: Markco Tech Shopping Mall in the same phase, Jalal Sons, EE Block Market, Super Market, Main Market are on few minute distance. About The Property•	05 Master Size Bed Rooms with attached bath 2 huge size •	TV lounge•	2 kitchens•	Huge parking space•	All baths are equipped with imported fittings•	House is located near park/mosque Commercial area is very near to premises•	Total covered area of house is 3000 sq ft•	Double story house•	Complete wiring of UPS and Generator done in the house•	Solid steel work used for outside main gate•	Complete marble/tiled/wooden flooring•	Wash rooms are completely covered by Spanish tiles•	70 ft road•	All the construction near and adjacent to house is new•	Spacious green belt•	Side streets are proper covered with tiles•	House is completed according to DHA by-laws•	Solid steel work used in cabinets•	Fall Ceiling done all over including bed rooms/drawing/dinning and kitchen Seepage protection given while constructing the home•	Protection sheets installed while building the upper portion to keep both portions cool in summers•	Double glace windows for sound proofing•	Solid stairs built with steel frame work and granite used in outer\•	Washing area is elegantly managed at the back side of house•	Servant quarter with attached bath. •	A mid size family can easily live in it. •	Good sizes of washrooms with large wardrobes in it. •	Superb elevation House location is excellent. •	Main hospitals are so nearby that hardly just 5 minutes away from the premises. •	Exclusive views from the terrace. •	Spacious terrace where one can easily have good walk and reasonable sitting area. •	Underground water tank installed. •	Aluminum grills all over the house Club Community Center and graveyard is just 5 minutes away. •	All the basic necessities of life are available. •	All the basic utilities are available including connections of water/sewage/gas and electricity. •	Ghazi Road is just 3 minutes drive For more information contact us"," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-1,3/30/2019 11:30
12,One Kanal Fully Renovated House Near Dha Club Park And Masjid,"DHA Phase 1, DHA Defence, Lahore, Punjab",House,PKR   3.15 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,16 minutes ago,"About Property:•	5 Bed Rooms•	6 Bath Rooms•	1 Store Room•	2 Company Kitchens•	2 TV Lounges•	Powder Room•	Drawing Room•	Dining Room•	Wooden Flooring•	Solid Wooden Work•	Servant Quarter•	Green Lawn•	4 Car Parking•	Hot Location & Easy ApproachFor More Details Please Contact."," Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Lawn or Garden , Jacuzzi", ," Maintenance Staff , Security Staff , Facilities for Disabled",hot,Lahore-1-1,3/30/2019 11:30
13,Brand New House For Sale In Jubilee Town Block F,"Jubilee Town - Block F, Jubilee Town, Lahore, Punjab",House,PKR   95 Lakh,"Jubilee Town, Lahore, Punjab",7,5 Marla,For Sale,5,19 minutes ago,"Haq Nawaz Real Estate & Builder's offers an outstanding Brand New Spanish Style Beautiful 10 Marla House for Sale in Jubilee Town. Jubilee Town Lahore has truly modernized the community standards in Pakistan, providing the most sought-after amenities like armed security, schools, shopping centers, commercial hubs, entertainment centers, restaurants and hospitals. About The Property:• 5 Bedrooms• 5 Washroom• 2 Kitchen with Wooden Work • Washrooms With Imported Fitting• 2 Car Parking • 2 Big TV Lounge• Drawing room • Dining Room• Powder Room • 1 Store Rooms • Tile+ flooring• Servant Quarter • Owner Build House• Green Lush Lawn • Sitting Area(Original Pictures are attached)Ideal Location. Diyar Woodwork. International Fittings. Quality Interiors. 2 Sedan Car Park. Construction material:1. Brick. 2. Metal. 3. Stone. 4. Straw. 5. Wood. - Bricks Used A1. - Paint(Burger Plastic Emulsion). - Wall Paper(Premium Quality). - Bath Rooms Fitting (Imported Quality). - Electric Cables (Pakistan Cables). - Wood(Ash Wood). - Spot Lights SMD. - Cupboard Lasani Imported. (uv sheet )- Wood Polishing. It is the only housing scheme, in which you can enjoy Luxuries of life very economically. Shopping, Zoo’s, Parks, Hospital, Mosque, School, College’s, Cinema,s, Restaurants, Tennis Club etc."," Built in year: 1 , Parking Spaces: 1 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service", Security Staff,hot,Lahore-1-1,3/30/2019 11:30
14,5 Maral Luxury House For Sale In Jubilee Town Lahore,"Jubilee Town - Block F, Jubilee Town, Lahore, Punjab",House,PKR   85 Lakh,"Jubilee Town, Lahore, Punjab",7,5 Marla,For Sale,5,20 minutes ago,"Haq Nawaz Real Estate & Builder's offers an outstanding Brand New Spanish Style Beautiful 10 Marla House for Sale in Jubilee Town. Jubilee Town Lahore has truly modernized the community standards in Pakistan, providing the most sought-after amenities like armed security, schools, shopping centers, commercial hubs, entertainment centers, restaurants and hospitals. About The Property:• 5 Bedrooms• 5 Washroom• 2 Kitchen with Wooden Work • Washrooms With Imported Fitting• 2 Car Parking • 2 Big TV Lounge• Drawing room • Dining Room• Powder Room • 1 Store Rooms • Tile+ flooring• Servant Quarter • Owner Build House• Green Lush Lawn • Sitting Area(Original Pictures are attached)Ideal Location. Diyar Woodwork. International Fittings. Quality Interiors. 2 Sedan Car Park. Construction material:1. Brick. 2. Metal. 3. Stone. 4. Straw. 5. Wood. - Bricks Used A1. - Paint(Burger Plastic Emulsion). - Wall Paper(Premium Quality). - Bath Rooms Fitting (Imported Quality). - Electric Cables (Pakistan Cables). - Wood(Ash Wood). - Spot Lights SMD. - Cupboard Lasani Imported. (uv sheet )- Wood Polishing. It is the only housing scheme, in which you can enjoy Luxuries of life very economically. Shopping, Zoo’s, Parks, Hospital, Mosque, School, College’s, Cinema,s, Restaurants, Tennis Club etc."," Built in year: 1 , Parking Spaces: 1 , Flooring , Electricity Backup , Floors: 2"," Bedrooms: 5 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Store Rooms: 1"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service"," Maintenance Staff , Security Staff",hot,Lahore-1-1,3/30/2019 11:30
15,5MARLA  Luxary  Brand New House For Sale BLOCK AA,"Bahria Town - Block AA, Bahria Town - Sector D, Bahria Town, Lahore, Punjab",House,PKR   1.15 Crore,"Bahria Town, Lahore, Punjab",6,5 Marla,For Sale,3,21 minutes ago,"Haq Nawaz Real Estate & Builder's offers an outstanding Brand New Spanish Style Beautiful 5 Marla House for Sale in BAHRIA Town. BAHRIA Town Lahore has truly modernized the community standards in Pakistan, providing the most sought-after amenities like armed security, schools, shopping centers, commercial hubs, entertainment centers, restaurants and hospitals. About The Property:• 3 Bedrooms• 6 Washroom• 2 Kitchen with Wooden Work • Washrooms With Imported Fitting• 1 Car Parking • 2 Big TV Lounge• Drawing room • Dining Room• Powder Room • 1 Store Rooms • Tile+ flooring• Servant Quarter • Owner Build House• Green Lush Lawn • Sitting Area(Original Pictures are attached)Ideal Location. Diyar Woodwork. International Fittings. Quality Interiors. 2 Sedan Car Park. Construction material:1. Brick. 2. Metal. 3. Stone. 4. Straw. 5. Wood. - Bricks Used A1. - Paint(Burger Plastic Emulsion). - Wall Paper(Premium Quality). - Bath Rooms Fitting (Imported Quality). - Electric Cables (Pakistan Cables). - Wood(Ash Wood). - Spot Lights SMD. - Cupboard Lasani Imported. (uv sheet )- Wood Polishing. It is the only housing scheme, in which you can enjoy Luxuries of life very economically. Shopping, Zoo’s, Parks, Hospital, Mosque, School, College’s, Cinema,s, Restaurants, Tennis Club etc. For More Detail and information Please contact us,Kashif chaudhary"," Built in year: 1 , Parking Spaces: 1 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 3 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Prayer Room , Store Rooms: 1 , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Security Staff , Facilities for Disabled",hot,Lahore-1-1,3/30/2019 11:30
16,Double Storey House For Sale On Excellent Location,"Hadayat Ullah Block, Mustafa Town, Lahore, Punjab",House,PKR   2.55 Crore,"Mustafa Town, Lahore, Punjab",5,10 Marla,For Sale,4,30 minutes ago,"This the best location house with Proper papers . Original NOC and all Completed documents. 1. 4 Bedroom2. 2 Bedroom, Drawing Room Attach Bathrooms, Kitchen, 3. Lounge on Ground Floor4. Bedroom With Attach Bathrooms, Drawing Room, Kitchen, Lounge on Ground Floor5. Separate Washroom for Servants on Ground Floor6. Wide Side Gallery7. Separate Washing spaces on Ground Floor and Upper portion8. Separate Electricity Meters for upper and lower portion9. Sui Gas Meter10. Second Sui Gas Meter applied as well11. 60 feet Wide Road12. Spacious Terrace 13. Spacious Garage14. NOC15. Transferable Plot 16. Excellent Investment and can be given on rent both upper and lower story. 17. Well Maintained18. Excellent Location for living19. All Papers are cleared."," Built in year: 2016  , Parking Spaces: 2  , Flooring , Electricity Backup , Floors: 2"," Bedrooms: 4 , Bathrooms: 5 , Drawing Room , Dining Room , Kitchens: 2 , Store Rooms: 2 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready", ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Nearby Public Transport Service", ,hot,Lahore-1-1,3/30/2019 11:30
17,Elegant Modern Design Brand New 11 Marla House Is Available For Sale,"DHA Phase 4 - Block GG, DHA Phase 4, DHA Defence, Lahore, Punjab",House,PKR   3.75 Crore,"DHA Defence, Lahore, Punjab",5,11 Marla,For Sale,4,1 hour ago,Brand New State Of The Art Elevation 4 Bed Attach Bath Powder Room Marble/wooden/ Tiled Flooring Imported Fittings/fixtures Spacious Kitchen With Imported Appliances Solid Wood Work Lush Green Loan Servant Quarters  Tile Flooring Reasonable Demand . Call Us For More Details About It.," Built in year: 2018 , Parking Spaces: 2 , Double Glazed Windows , Flooring , Waste Disposal , Floors , Other Main Features"," Bedrooms: 4 , Bathrooms: 4 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens , Powder Room  , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Other Business and Communication Facilities", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms)"," Maintenance Staff , Security Staff",hot,Lahore-1-1,3/30/2019 11:30
18,6 Marla Beautiful House For Sale In Bahria Homes  Lahore,"Bahria Homes, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",House,PKR   88 Lakh,"Bahria Town, Lahore, Punjab",4,6 Marla,For Sale,3,9 minutes ago,"“The Property Magnates, Real estate consultants and Builders”6 Marla House For Sale In Bahria homes Lahore Location:Located adjacent to Sector E, Bahria Town Lahore, where thousands of families are enjoying amenities of a complete lifestyle community. Details:House at an excellent location in Sector E of Bahria town Lahore. Payment Plan: Lump Sum paymentLocation:  Bahria Homes  Town, LahoreWorth: Rs. 8800,000/-. Benefits: Near To McDonald, Park & Cricket Academy. Community Features:•	Full of life Zoo•	Bahria Town Monument•	Community Centre•	Entertainment Centre•	Grand & Sector Mosques•	Bahria Town School and Medical University•	Landscaped parks•	Islamic library•	Commercial areasThe Property Magnates (TPM) offers property solutions and House construction services to match your needs.  For a free consultation kindly get in contact."," Built in year: 2017 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 3 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities", Other Healthcare and Recreation Facilities," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-1,3/30/2019 11:30
19,8 Marla House For Sale In Umar Block Bahria Town Lahore,"Bahria Town - Umar Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",House,PKR   1.48 Crore,"Bahria Town, Lahore, Punjab",5,8 Marla,For Sale,4,10 minutes ago,"“The Property Magnates, Real estate consultants and Builders”Location: Located adjacent to Sector B, Bahria Town Lahore, where thousands of families are enjoying amenities of a complete lifestyle community. Details:House at an excellent location in Sector B of Bahria town Lahore. Payment Plan: Lump Sum paymentLocation: Umar Block Sector B Bahria Town, LahoreWorth: Rs. 148,00,000/=Benefits: Near To SAFARI, Park & SAFARI MALL . ZOO,AND PARKCommunity Features:•	Full of life Zoo•	Bahria Town Monument•	Community Centre•	Entertainment Centre•	Grand & Sector Mosques•	Bahria Town School and Medical University•	Landscaped parks•	Islamic library•	Commercial areasThe Property Magnates (TPM) offers property solutions and House construction services to match your needs.  For a free consultation kindly get in contact."," Built in year: 2017 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 4 , Bathrooms: 5 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities", Other Healthcare and Recreation Facilities," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-1,3/30/2019 11:30
20,10 Marla Brand New House For Sale In Iris Block Bahria Town Lahore,"Bahria Town - Iris Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",House,PKR   1.65 Crore,"Bahria Town, Lahore, Punjab",6,10 Marla,For Sale,5,10 minutes ago,"“The Property Magnates, Real estate consultants and Builders” Are You looking for a home in the populated area of Bahria Town Lahore? Here is the opportunity for you to Avail 10 Marla House Available For Sale on 40 feet Wide Road Near To Park And all Commercial Activities are nearby like Food court, Arena, Commercial Zone, Hospital, Zoo, and parks. House Features:-> 5 Bedrooms-> Attached Bath with All Bedrooms-> TV lounge-> Drawing Room-> Dining Room-> 1 servant Quarter-> 2 Car Parking-> Laundry Room-> Store Room-> 2 kitchensHighlights & Attractions :• Ideal Location• Bahria attractions are within close proximity• Suitable Living Option customized as per your needs• Ready to Live• Bahria Town’s Trademark Lavish Living Amenities• Secure Environment integrated with International Standards• All Basic Facilities within the boundary wall of BahriaSociety Features:• Parks• School• The Arena & Food Court• Mosque• Zoo• Safari Mall• Hospital• Commercial Area• Security• Easy Access to Main RoadsThe Property Magnates (TPM) offers property solutions and House construction services to match your needs. For a free consultation kindly get in contact."," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities", Other Healthcare and Recreation Facilities," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-1,3/30/2019 11:30
21,10 Marla Brand New House For Sale At Good Location In Overseas A Bahria Town Lahore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave, Bahria Town, Lahore, Punjab",House,PKR   1.88 Crore,"Bahria Town, Lahore, Punjab",6,10 Marla,For Sale,5,10 minutes ago,"“The Property Magnates, Real estate consultants and Builders” House at an excellent location in Overseas A of Bahria town Lahore. Project Type: Residential Master Planned CommunityPayment Plan: Lump Sum paymentPlot Size: 10 Marla Location: Overseas A Bahria Town, Lahore. Benefits: Nearest To Cricket Academy, Mart-1 & Park. Worth: Rs. 1,88,00,000/-Community Features:•	Full of life Zoo•	Bahria Town Monument•	Community Centre•	Entertainment Centre•	Grand & Sector Mosques•	Bahria Town School and Medical University•	Landscaped parks•	Islamic library•	Commercial areasThe Property Magnates (TPM) offers property solutions and House construction services to match your needs. For a free consultation kindly get in contact."," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities", Other Healthcare and Recreation Facilities," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-1,3/30/2019 11:30
22,Brand New 10 Marla House For Sale In Janiper Block Bahria Town Lahore,"Bahria Town - Janiper Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",House,PKR   1.8 Crore,"Bahria Town, Lahore, Punjab",6,10 Marla,For Sale,5,11 minutes ago,"“The Property Magnates, Real estate consultants and Builders”Direct approach from the famous Talwar chowk of Bahria Town Lahore. In the close proximity is a mosque build on international standards. A good road network of 80 ft – 100 ft roads, connects this block to almost all major attractions of Bahria Town. 10 Marla Good Quality House For Sale In Bahria Town. Details:Location: Janiper Block,  Sector E, Bahria Town, LahoreWorth: Rs. 180,00,000/The Property Magnates (TPM) offers property solutions and House construction services to match your needs. For a free consultation kindly get in contact."," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities", Other Healthcare and Recreation Facilities," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-1,3/30/2019 11:30
23,10 Marla Outclass House For Sale In Tulip Block Bahria Town Lahore,"Bahria Town - Tulip Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",House,PKR   2.1 Crore,"Bahria Town, Lahore, Punjab",6,10 Marla,For Sale,5,11 minutes ago,"“The Property Magnates, Real estate consultants and Builders” 10 Marla Luxury Solid Constructed House In Most Prime Location, Near Mosque Park & Commercial Area In VeryReasonable Price From Market In A Very Peaceful Atmosphere In bahria town Lahore. NEARBY LOCATIONSAirportBroadwayParkCentral Commercial AreaRing RoadMosqueHospitalSports ComplexGymSector ShopsCarpeted RoadsFull Green Area. DETAILSThe Architect Holds The Title In His Own Name. He Designed It For Himself & Personally Supervised Construction At Every Step. Ensured The Use Of BestQuality & Complete Quantity Of All Materials. A One Quality Bricks, Grade 60 Rebar (saran), CompleteCement/sand Ratio, Whereas It Could Be Verified by the Testing through the Laboratory. Life Time WarrantyStructure. Solid Foundation 4 Feet Below NSL At Load Bearing Soil. Quality Ash Wood Work. 100% Electrical Wiring, Quality Fixtures & Fittings. Warranted Energy Saving SmdLights, Acs & Ups. Grohe Washroom Sanitary Fittings. More Living Space Due To Column & Beam Structure. Precision Flat Finishing Of Walls With Matching Wall Paper/wall Lights/chandeliers/niches. Professionally Laid Tile Work. GROUND FLOOR Italian Sanitary Fittings With Warranty. Company Fitted Kitchen With Full Loaded Kitchen Appliances. Wooden & Italian Tiled Flooring. Drawing/dining & Huge Tv Lounge With Proper Fireplace. Heating & Cooling System. Security & Sound System. Solid Ash Wood Work With Imported Wardrobes. Powder Room & Store With Dressing Area. ?FIRST FLOOR Italian Sanitary Fittings With Warranty. Company Fitted Kitchen With Full Loaded Kitchen Appliances. Wooden & Italian Tiled Flooring. Drawing & Huge TV Lounge With Proper Fireplace. StoreFACILITIES AVAILABLESui Gas ConnectionWater ConnectionTelephone,TV CableInternetSecurity Systems. The Property Magnates (TPM) offers property solutions and House construction services to match your needs. For a free consultation kindly get in contact."," Built in year: 2017 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities", Other Healthcare and Recreation Facilities," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-1,3/30/2019 11:30
24,2 Kanal Brand New House For Sale In Wapda Town,"Wapda Town Phase 1, Wapda Town, Lahore, Punjab",House,PKR   7.5 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,6,9 minutes ago,"If you are looking for a well-built House available for sale in Wapda Town Phase 1, Wapda Town, Lahore, please feel free to contact us. The House features  built and designed in a proper manner.  6 bed Attached Spanish Bath	2 Kitchen 	2 T. v Lounge 	Double Drawing Dining	Cinema House , Big Lawn 	Servant Quarters & Powder room	Swimming Pool , BBQ Area Big , 	6 Car Parking  , Out class location	Near main road And market , Owner Build. 	The House is available at Rs 75,000,000. We request only serious individuals to contact us.", , Bedrooms: 6, , , , ,,Lahore-1-1,3/30/2019 11:30
25,5 Marla House For Sale In Johar Town Lahore Near Shoukat Khanum Hospital,"Johar Town Phase 2, Johar Town, Lahore, Punjab",House,PKR   1.1 Crore,"Johar Town, Lahore, Punjab",4,5 Marla,For Sale,3,11 minutes ago,"5 Marla House For Sale in Johar Town Lahore Near Shoukat Khanum Hospital-Beacon House School System-Nearly Areas -Emporium MALL-Expo Center-Doctors Hospital-Horizon Hospital-Bahria University-UCP University-G-1 Market-3 Bed-4 Bath-Double kitchen -Double T. v Lounge-Drawing Room-Big Car Porch-Prime Location. -Reasonable Demand. Johar Town Lahore An Impressive and Exceptionally Spacious 5 Marla House available For Rent. This 30 feet Road House has been many Original features including its location Easy and direct Excess from main 150 Feet boulevard direct excess from shaukat khanam Chowk ,Commercial market, Park ETCSolid Construction RCC roof slabs,Solid wood work with Attractive Designs,very Nice Ceiling with rope lights, Imported Tiled & Marble Floors , Wooden Flooring. The accommodation & Structure has been tastefully finished throughout by Architect's , Structure Engineer. Overall House Interiors is Generating a sense of well being and comfortable. For more details or Visit this House Contact At Given number."," Built in year: 2012 , Parking Spaces: 1 , Flooring , Floors: 2"," Bedrooms: 3 , Bathrooms: 4 , Servant Quarters: 1 , Drawing Room , Kitchens: 2 , Store Rooms: 1 , Lounge or Sitting Room", , , , ,,Lahore-1-1,3/30/2019 11:30
